Tweets,"Is_Conspiracy (0=No, 1=Yes)"
2nd case I’ve seen as some sadistic person intentionally spreading the CV in China #2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china #wuhanpnemonia #WuhanOutbreak https://t.co/XPu4ZkwnIQ,1
"For all intents and purposes these are BREEDING GROUNDS for viral spread that may be uncontrollable.  If this is Plan A, what is Plan B?  Where will these patients end up?  These aren't hospitals, they are death camps!
@POTUS @POTUSPress @SecAzar @TuckerCarlson https://t.co/UgEaj4GaeX",1
@globaltimesnews now confirming the news https://t.co/QKjJKP8Sob,0
second cruise ship quarantined https://t.co/rrNiwsYVpn,0
For the first time I can see some anger on Weibo. The dead of doctor Li Wenliang is a hot topic. Normally this site is very controlled by the Chinese government but now people express their anger freely. #coronavirus,0
This was the doctor trying to get the true picture of coronavirus out there https://t.co/xebUj8RezA,0
@NigelLatta @pauldutton1968 I trust neither govt nor media as both are intent on self protection &amp; protection of the economy. I am alarmed by the #coronavirus as I use immuno suppressant meds. The racist attacks on Asians are insane. Ppl forget that we are all on this planet together.,0
@CarrieC_Hker @nytimes Protect yourself from the Corona Virus with these safety tips https://t.co/CwrivuW9Zr #Coronavirus #coronaviruschina #wuhan #CoronavirusOutbreak,0
Australian Health Protection Principal Committee (AHPPC) novel coronavirus statement on 5 February 2020 #coronavirus https://t.co/rNf8DAk5HC good words  @Claireadeleb @RedPesty @purdij,0
Mr. Zhang from #Wuhan trying very hard to get a bed for his father diagnosed with #coronavirus. Community director says no beds. Even a woman pregnant for 35 weeks cannot get one. English title added. First hand from China. Follow me for more. #CoronaOutbreak #coronaviruschina https://t.co/0Ol2yWiFBk,0
"Remember Iran?    WWIII???

...........Yeah me either.  

 #Coronavirus
#KobeRIP
#ImpeachmentTrials 
 #SuperBowlLIV #IowaCaucusesDisaster 
$TSLA📈
#Bitcoin 📈",0
Coronavirus detecting robot booted from NYC park for lack of permit - Eagle Slant https://t.co/J7X65vbfh7 #Coronavirus,0
"@LibertyBlitz @CharlesDeRose3 Yes, bc the testing kits used when he initially blew the whistle on a ""SARS-like"" infection at his hospital back in Dec., was old kits used 2002-2003. The new strain-kit has been in use for roughly 2wks, CDC just recieved it last Thu. or Rri. #coronavirus #2019nCoV #SARS 2.0",0
18 suspected coronavirus samples sent for lab test on Thursday alone #Coronavirus #FeverHospital #Hyderabad https://t.co/zOHOIj1Z7x,0
Coronavirus: Five things you need to know SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #china #trump https://t.co/KApZhDRzTI,0
Cross-border commuters reeling as quarantine plan set to upend lives https://t.co/DIhZw2D3IH via @scmpnews #SCMP #coronavirus #Wuhan #WuhanVirus #epidemic #China #冠状病毒 #病毒 #武汉 #香港 #運輸 #HongKong #border #news,0
"“‘He who holds the firewood for the masses,” they wrote, “is the one who freezes to death in wind and snow.”’
#coronavirus #doctor 
https://t.co/nH3M384BG6",0
"Every country trys to race for vaccine while just let China to spread of Coronavirus to HK!😭😭😭All the hongkongers will be killed soon!  No face masks, no medical treatment, no doctors! Thank you for the existing system to give this Hong Kong Chief Secretary to the hongkongers! https://t.co/JucBs7Lhq0",1
"🙁#coronavirus: Yesterday, Zheijang was listed in our tables of the top 10 provinces with fastest growing number of confirmed cases and highest prevalence. Today's lockdown of Hanghzou is therefore not a surprise. Still, not a positive sign.
https://t.co/hxkBADD8VW https://t.co/ZezPDKdFRF",0
"#coronavirusThe lack of facilities evident in #Wuhan the people and the staff having to endure awful conditions #WuhanPneumonia #coronavirus

It feels like the CCP is willing to let a whole province die, I wonder how high the genuine figures are ... https://t.co/4iCRMBxwOb",0
When building graphs or reporting on the mortality rate in China I believe it would be pertinent to treat the data the same way we treat preprints. The numbers supplied by China aren't independently verified by any other nation. #coronavirus #ncov2019 #Wuhan,0
"@GovOneStop @CDCgov Hey CDC, how dare you tell people not to wear face masks! 

It's very irresponsible to instruct folks not to take what might end up being a necessary precaution. If one person dies as a result of your misguided advice, you are responsible.

Be a part of the solution!
#coronavirus",0
"#coronavirus UK 
Video 12 https://t.co/sxr18FJrsf via @YouTube",0
"Eerie drone footage shows the deserted streets of Wuhan, the city at the center of the #coronavirus outbreak. 

https://t.co/3sDodLIDcP",0
"#CoronaVirus 
#ChinaEverywhere 
When politics trumps human life and decency  ... 
When did the 1st human viral case occur ... too many unanswered questions https://t.co/J3z8tKWSbc",0
"Says a lot about disinformation when Chinese media kept denying death of Wuhan whistleblower, Dr. Li Wenliang. #Coronavirus.",0
Coronavirus: Third UK patient 'caught coronavirus in Singapore' SURVIVE SEE DETAILS AT ==&gt; https://t.co/7rxEenP6tA #virus #coronavirus #sars #flu #china #trump https://t.co/xjcbqmBLLt,0
Oh god!!!! #coronavirus #staysafe #joke https://t.co/7nYUqnFoqE,0
@BetteMidler Donald Trump is the #coronavirus of US Presidents for what it’s worth... the infection is real,0
"Something tells us, if anyone wants to #find out #what #really #caused the #coronavirus pandemic that has infected thousands of people in China and around the globe, they should probably pay Dr. #Peng a visit.

Man-behind-global-coronavirus-pandemic ZH",0
The Results Of The Iowa Caucus So Far: Don't Let Democrats Take Over Our Healthcare While There Is A Pandemic Going On. I BEG YOU~ #Coronavirus #IowaCaucusResults,0
"INBOX: @EsperDoD approves 11 DOD facilities near airports as third-line options for housing airline passengers with #coronavirus, in case HHS runs out of room. Military personnel are not expected to come in contact with patients, DOD statement says. (List of bases in next tweet)",0
"#CHINA - #CoronaVirus #SelfQuarantine #USMCA - #Event201 - #UsaChinaTradeDealP1 FOR CHINA 2PURCHASE $200B SETUP TO PUT CHINA IN A FINANCIAL BIND W/VIRUS TO OPENLY DEFAULT WHEREAS WORLD USE AGAINST CHINA CREDIT -OR- SAVE FACE &amp; PAY $  #AfricaIn2020 #AFCFTA

https://t.co/JFqNjtfVr4",0
"@Jkylebass @StephenBannon @robert_spalding @BillGertz @MischaEDM @ding_gang @maryann_3040 @JanJekielek @scoopercooper @michaeljohns @ajphelo @BaldingsWorld @BenKTallmadge @BRICBreaker @BethanyAllenEbr @WarrenPlatts @DanRDimicco @briangobosox @IanHFletch @JackPosobiec @abresler @ChetNagle @GordonGChang @JohnHemmings2 @SariArhoHavren @AMFChina @mrbcyber @anderscorr @Iran @NorthKorea @realDonaldTrump @MauraMoynihan1 #China's reaction to the #coronavirus outbreak violates #humanrights @benedictrogers @SophieHRW 
https://t.co/9ecsPPzUqs",0
#stayhealthy.. do the basics .. https://t.co/odNeEe4BGX,0
Some people! #coronavirus #stupid #why https://t.co/lfcmOnag2N,0
#coronavirus trade is over. $CODX going to dump after this move.,0
Total cases: 28349 with a death rate of 1.99%. As per 06-02-2020 15:56 #CoronaVirus #Wuhan #Epidemic #Breaking,0
#Willowdale #RIP #LiWenliang  #Doctor Who First Exposed #Coronavirus Outbreak Dies After Contracting Virus https://t.co/KNPQxSIN4P via @epochtimes,0
"I wrote about #FDA staff departing #China &amp; agency halting travel there earlier this week https://t.co/z9LnxPcSNG  
#coronavirus #2019nCoV https://t.co/7m7A45znuu",0
"Medical supplies arrive in Wuhan, the city at the heart of the  #coronavirus outbreak. Health officials had announced earlier in the week they were running low on everything from face masks to hospital beds https://t.co/BjFq15XJGO",0
"Don’t interrupt the Apprentice!

— dumbass America https://t.co/doG7Zujawf",0
Important article on ongoing outbreak. #bat #coronavirus #ncov2019 https://t.co/CkdNVUgBeK,0
Coronavirus: Five things you need to know SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #china #trump https://t.co/04oNZrsHbT,0
"Unroll here for the data and story of Dr. Li's #coronavirus infection and death in #Wuhan China. Dr. Li truly tried to do his best in a mostly thankless and hostile environment.  @threadreaderapp 
 
https://t.co/l7AOYJNMBT",0
The Chinese doctor who tried to warn others about #coronavirus - https://t.co/XOGj5raQah via @getongab,0
#Unbelievable #Communist #ignorance has created this chaos. The Dr was trying to save lives but the  #CCPChina was more worry of the state. https://t.co/HECCHakfHc,0
Coronavirus: Five things you need to know SURVIVE SEE DETAILS AT ==&gt; https://t.co/QvEZfTKWkq #virus #coronavirus #sars #flu #china #trump https://t.co/zrJTVtDeQK,0
"AI predicts fifty-three million dead....

#coronavirus https://t.co/wYW1AGEylN",0
See the way the man is holding the paper....Oluwa wetin dey coronate😂 https://t.co/Nw4sGGCmJi,0
Coronavirus: Five things you need to know  SEE DETAILS AT ==&gt; https://t.co/BLuKspTNNQ  #virus #coronavirus #sars #flu #china #trump,0
Coronavirus: Five things you need to know SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #deathtoll #china #trump https://t.co/YCdnSljlAn,0
"Here’s how the Coronavirus should never have spread:

The same way China illegally detains visiting foreigners, with trumped up spying charges, they could have stopped everyone from leaving at the airports and thus protected the rest of us https://t.co/BbU0uwnoZQ",0
"In performing scholarship in the field of medical humanities, specifically illness studies, I am shook by the lack of attention that is being paid to the #Coronavirus and the devastating impacts that a suspected cover up will have on the entire world.",0
Flying to the UK today. Should have been flying back to China. #coronavirus,0
"What do we really know about it, do not expect much from the Chinese Government Al Jazeera English, they are keeping a tight lid on this. https://t.co/ORAb0nxeYI",0
"R.I.P. Without knowing him, he was probably one of the good ones.  #coronavirus 
https://t.co/y1LVJSsTPm",0
"@SunnyCheungky RIP. Thanks Doctor #LiWenliang for telling the truth at the beginning. Because of censorship in #CCP , when you tell the truth to help Chinese escaping from #coronavirus, #CCP and the people in Mainland China will only treat you as 'whistleblower' without any respect. https://t.co/ZUF84Z7ttr",1
"😳 In an explosive interview, author of Bioweapons Act Dr. Francis Boyle confirms coronavirus is an “offensive biological warfare weapon” #biological #weapon #coronavirus #wuhan https://t.co/UU2DIwTqo5",1
"My Life is ruined, your life is ruined and everybody life is ruined because... #coronavirus",0
We live in the greatest country of the world! Don’t anyone forget that! #MAGA https://t.co/3XS7YqmzK7,0
Officials: #Coronavirus evacuees heading to #Texas and #Nebraska shouldn’t be ill. https://t.co/FAhLuF8eXL,0
Couple live-streams into own wedding amid coronavirus fears.... #Wedding #Coronavirus #CoronaOutbreak #Singapore #China https://t.co/9khlEhGSiv,0
"Fear a bigger threat to Torontonians than the #coronavirus, Scarborough forum told.
https://t.co/ixhaoH51CA
#CoronaVirusCanada @Shaun_Chen @CCCGT
 @Aris_Babikian @jimkarygiannis
 #ScarbTO https://t.co/R6Ygg05fos",0
"Fear a bigger threat to Torontonians than the #coronavirus, Scarborough forum told.
https://t.co/zgqStL9Yrq
#CoronaVirusCanada @Shaun_Chen @CCCGT
 @Aris_Babikian @jimkarygiannis
 #ScarbTO https://t.co/hrmRVhBXAB",0
A third patient in the UK has tested positive for #coronavirus but didn't acquire the virus in the UK. https://t.co/ou6NHpYgk1,0
It is sad and very disappointing to see how fake news of #coronavirus and people's prejudice disseminate in Twitter.,0
"Taiwanese authorities believe a retired couple got the coronavirus on a plane from Hong Kong to Europe
By the way, the Chinese authorities and media call #coronavirus  ""pneumonia"".
#CoronavirusOutbreak #nCoV2019 #ChinaCoronaVirus  #Corona 
https://t.co/SN5l245OFR",0
Top 4 Tips on How to Prepare your workplace for cold and flu season.... #coronavirus including. https://t.co/f9hDSutddL,0
"What is #Coronavirus? Check out our summary of the latest information, as well as tips for staying safe. https://t.co/6LQZRSAFdQ",0
#Li’s pregnant wife &amp; his parents also diagnosed with #CoronaVirus. #Wuhan #China  https://t.co/ugR8Uzj4On,0
"The Chinese population is concerned about #coronavirus, even inside elevators to push buttons to the floors.
😮 👌🏼 https://t.co/oHwQUhDxaj",0
"The Prepared is a site for rational people to be prepared for things. Not apocalypse, but not blithe ignorance either. @jonst0kes, founder of Ars Technica, is an editor. 

I have zero stake in it but regarding the #coronavirus, I found this guide useful:
https://t.co/SvPAtxtuZ1",0
@Laurie_Garrett @StephenMcDonell I guess you've already seen inside the hospital? https://t.co/JqkuC6yMvE,0
"Yup, the seasonal flu is WAY worse! Simple as getting your flu shot...yeah ok #coronavirus #flu https://t.co/QiJZXYhqaa",0
Coronavirus: Five things you need to know SURVIVE SEE DETAILS AT ==&gt; https://t.co/QvEZfTKWkq #virus #coronavirus #sars #flu #deathtoll #CHINA https://t.co/gG9yVQdmVW,0
"Say 
Say nothing
Nothing
...
#李文亮 #coronavirus #China",0
"Adelson Could Rein in GOP Donations as #Coronavirus Crimps @LasVegasSands Profits  #Macau #China #Asia #Gambling #LasVegas #Health 
https://t.co/dzxw8NnRbE https://t.co/HQBdOu5m8R",0
"Why is China acting offended by travel restrictions?

Why does China want countries to let its citizens in when China itself has locked down between 70-80 million of its own people?

What's the motivation here?  #Coronavirus",1
"VIDEO: Left the bus immediately 
https://t.co/PSyBiva2GR
#coronavirus #bus",0
"#CoronaVirus strikes again!! Nintendo says the coronavirus is delaying Switch production https://t.co/rfsvAIrqsT
#Nintendo #Gaming",0
Gandhi Hospital nails rumours on nCoV case #GandhiHospital #NIV #Coronavirus #Hyderabad https://t.co/agc582X9BI,0
"#Tokyo2020 Olympics organizers said the Games would ""go ahead as planned"", slamming misinformation over the new #coronavirus for triggering panic.  https://t.co/z8emBieM8T",0
Are world #health authorities doing enough to fight #coronavirus? There is concern that if it spreads to #Africa the epidemic could get out of control. An analysis from @nyageri https://t.co/o32vptt3nS https://t.co/jCIA33sXQ2,0
"#coronavirus#VIDEO: Women in China intentionality trying to spread the coronavirus by coughing &amp; spitting it looks to be.

. #coronavirus #coronavirusoutbreak #wuhan #coronaviruswuhan #wuhanflu https://t.co/uqt3Qe8L5t",0
"🔴Relatives of Ecuadorians living in #Wuhan, #China, where the #coronavirus sprouted, protest outside the Carondelet Palace. They demand guarantees from the National Government,@Lenin, to return their healthy relatives to the country. 
Video:@enindefension https://t.co/YGe9h8zmRt",0
"Have you heard? #HudsonAlpha resident associate companies @iCubate &amp; @iRepertoire are helping combat the #coronavirus. Here’s how @WAAYTV #collaboration #innovation #HudsonAlpha @huntsvillecity #ASmartPlace
https://t.co/7Mhfb02Yj3 https://t.co/ck4At7EvzO",0
Nike and Adidas both announced plans earlier in the week to close stores in China amid the deadly #coronavirus outbreak. https://t.co/UBzDOLALsw,0
"A doctor pronounced him dead,not the news.Piss off. https://t.co/9PMG4gU5aE",0
"Scheduled round-trips between #Japan and #China cut 30% amid the outbreak of #coronavirus. @NAR 
https://t.co/YPRG4dxyKr https://t.co/uG4qMjYF1V",0
"Canadian Health Chief says it’s no big deal.  Just a flu.

She clearly knows better than the @Wuhan_Clan.

#coronavirus #mexicoBeerVirus https://t.co/n1gvozEm8K",0
"Sanitation workers, vehicles dispatched in Changsha to fight against #coronavirus. https://t.co/1fkF0izTt1 https://t.co/phzeU2Q3Pk",0
"PM #Abe says there has been no change to the #TokyoOlympics schedule discussed amid the outbreak of #coronavirus. @kyodo_english
https://t.co/T40BtEG5RV https://t.co/nchh6ldTew",0
Effect of #Coronavirus can be seen all around the globe in many different industries. Read the article below to find out how does #coronavirus affects world's trade. https://t.co/M8CbqXrfJz,0
"While it is not a Workers Comp issue, it is a health issue that can impact productivity. Here are some tips for coping with the coronavirus: https://t.co/IafQOZ0xG9 #WorkplaceSafety #WorkerWellness #coronavirus #PreventTheSpread",0
A “call to arms for the tech industry.” https://t.co/rN6QNAjTyz #coronavirus,0
Coronavirus: Third UK patient 'caught coronavirus in Singapore' SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump https://t.co/wwDtq2ImXV,0
"#coronavirus China make a medicine about hide the virus it's impossible for recover thousand of public
Because the daily cases increase too much if the increase same then China going to poor country they can't fight with the virus
Better to try to hide the virus #CoronaOutbreak",1
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china https://t.co/vn9NwVV6HA,0
"NEW: Our #coronavirus tracker shows the number of confirmed cases and deaths by country. 

As of the latest @WHO report, there are over 24,000 confirmed #2019nCoV cases in China, and 11 in the U.S. https://t.co/5PV4cElsKM",0
"RIP ##LiWenliang 

 Doctor who blew whistle over coronavirus has died, hospital says https://t.co/Kk2LFFGaAP  #coronavirus",0
Novel #coronavirus: From #discovery to #clinical #diagnostics (Infect Genet... https://t.co/LmrxNrlVoo on @bloglovin,0
Aight who wants some roasted pork? https://t.co/iBtL9lbSrz,0
"The Government and NHS are well prepared to deal with #Coronavirus. 

Germs can live on some surfaces for hours. Make sure to protect yourself and others by always using a tissue &amp; washing your hands thoroughly.

Learn more: https://t.co/P0xZo3oaFl https://t.co/XCHpTQmoaa",0
The Peter Doherty Institute for Infection and Immunity are the first to duplicate the novel #Coronavirus to develop a #Vaccine. #Expert Dr Reena Ghildyal from @UniCanberra can explain the significance of this breakthrough.  https://t.co/M2jOmflyXU,0
"For all intents and purposes these are BREEDING GROUNDS for viral spread that may be uncontrollable.  If this is Plan A, what is Plan B?  Where will these patients end up?  These aren't hospitals, they are death camps!
@POTUS @POTUSPress @SecAzar @TuckerCarlson https://t.co/jFmKvRvwit",1
Coronavirus: Third UK patient 'caught coronavirus in Singapore' SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump https://t.co/41xznM3uVz,0
How to protect yourself and your children from the #coronavirus - latest guidance on @UNICEF  https://t.co/6BwuUVi3kf,0
Proof of the incompetent leadership in Canada. 🇨🇦🚧⛑ https://t.co/1s0k6iTarF,0
Great resources for this fast moving concern highlighted by ASSP. https://t.co/nAFfMWFh66,0
"MedShare, an Atlanta-based humanitarian aid organization dedicated to global health, is sending 800,000 protective masks to Hubei Province, China.   #Coronavirus #MedShare #infectiousdisease #Globalhealth #Healthcare #viruscorona
https://t.co/TINdcYl1uh https://t.co/9xhoqUoPSa",0
Coronavirus: CDC says US is accepting four new planes carrying Americans from Wuhan https://t.co/IqbNB82x2g #coronavirus #2019nCoV #kungflu,0
"Wuhan, China is under the largest quarantine in history after the #coronavirus goes global.This week on Context, we speak with a Canadian teacher in Wuhan who is opting not to return to Canada. And, a Canadian disease specialist, will separate fact from fiction about the virus. https://t.co/HhHm0yBqVW",0
"And yet the doctor who tried to warn his colleagues about the newly discovered visit and who was given a “solemn reprimand” to not spread “malicious rumors” has died. WAY TO GO CCP, good job protecting “the health of the people”. https://t.co/6Ojs95MDV1",1
"Real Madrid are knocked out of the quarter-finals by a humiliating loss against Sociedad 

#News #China #Coronavirus #Bahcesaray #pegasus #Trump
 https://t.co/QbWrSR4O0S",0
"⚠️ In the event of #coronavirus spreading in #GreatBritain, the UK Civil Emergencies Contingency Committee will order the suspension of the Premier League, as well as other sporting events.

#coronavirusuk https://t.co/LsZ8Dt3KqR",0
GOOD JON FRIEND! https://t.co/OWdfuLnY61,0
"3. Its an EPIDEMIC. 

When it hits 5 watch the British public raid the supermarket shelves and stock up foods and toiletries, clear out petrol stations and ransack Boots and Superdrug for medical supplies, hide in the cellars ready for the apocalypse. https://t.co/slH6ho78fd",0
"@NataliaAntonova 🤦🏾‍♂️, he's ""#Trump"" I guess, same stuff can't happen next election 
Anyways you can check for latest updates on the #coronavirus  https://t.co/CwrivuW9Zr #Coronavirus #coronaviruschina #wuhan #CoronavirusOutbreak",0
$CODX CDC is already deploy #coronavirus test kits. Chinese using their own. So basically $CODX is a fraud. Get it!,1
